Team,PtDiff,Offense,Defense,Threes,DefRebounds,OffRebounds,Blocks,Turnovers,Assists,Steals,FreeThrows,FreeThrowsGiven
Washington St,101.035697731,101.647749804,98.7893176606,99.2261963901,101.338900709,98.089901728,100.989245934,101.327825835,100.480406796,99.2849630808,99.787107149,98.6137946424
Weber St,102.906334703,98.7677610653,103.217932103,100.310311705,102.736293932,99.7193141173,99.8215778522,100.879913067,99.6271655905,98.7309087647,101.374937336,103.38036447
West Virginia,121.135589458,107.434812588,107.28798007,99.0952150547,100.115765594,104.357244056,99.4655625468,101.243961502,102.128466797,103.95855161,106.610913551,94.8381205175
Abilene Chr,87.5588426252,93.4409682581,96.3580818297,98.9840053297,97.4165243659,98.1823582674,99.1575337792,99.9432010688,98.4741629004,100.590985132,100.224009015,98.5787204204
Wisconsin,109.623651022,98.9703136019,107.751564083,99.2698546777,99.5499979434,100.569550295,100.075220076,98.4020962909,98.5994785416,99.8563932096,100.976115867,102.314954114
Wofford,97.8083779093,96.9381035862,99.3187033394,100.912894586,98.2536441961,98.6268707568,98.2793555566,98.8493085173,100.507893921,99.615087854,99.1139838452,98.2837168637
Alcorn St,84.2364068039,92.673081298,95.3693809604,98.6596643197,96.1857464288,101.141061035,99.537275323,100.922899411,95.4566445489,98.6541667903,99.3923660177,98.5695981993
Air Force,91.9550044978,93.5911032368,99.3846740044,98.946583612,100.403081465,98.3799957419,98.3051272781,100.055368775,99.8801700995,99.7359002937,100.761228547,101.506272568
Appalachian St,93.8617946996,98.9448098163,95.615893872,100.548376684,99.3217179588,100.827211729,99.8696273182,101.444803396,99.4399660718,99.355119676,100.902373334,97.0466108285
Akron,106.593488827,101.278881244,103.370375853,103.194606934,100.0752434,99.9682888987,100.673920264,98.5647460963,100.828758866,99.5525707628,98.5511651044,101.219652692
Arizona St,108.448266969,103.844249518,101.967808224,100.8322224,101.337318832,100.330689053,99.9755094585,99.1135859942,100.191642038,99.597032095,101.416597183,100.792195538
Arizona,116.382163829,106.292949757,105.479789611,99.2333473269,103.223140346,99.7176932248,101.004232047,100.28240696,101.617660909,99.2306576251,102.503246633,104.476558501
Ark Pine Bluff,82.9590984646,85.7908582793,98.232557687,99.285259165,96.3248636195,99.4163212497,99.8701273968,101.941823597,96.9955822843,101.173100976,95.8707584914,95.4215257259
Ark Little Rock,108.192441477,96.2628735717,110.556588747,99.5802509722,99.5320494511,99.3312214943,99.8833724496,97.238011069,99.3598580308,100.304348336,97.8072064857,102.247517088
Colgate,94.5198594334,95.6228918496,98.5072085527,100.9393055,97.258150331,98.9112179146,99.1690417447,100.240313195,100.126446992,99.9756666136,97.759050865,99.2245520028
Col Charleston,103.547712017,93.834144909,107.425096835,100.116084737,98.8616538888,99.8262556929,98.7932135216,100.207077267,99.0141689722,101.102600759,97.3620808253,100.436278002
Clemson,110.163576463,98.8768075462,107.630770718,100.215491251,100.729802487,100.134255405,101.632118693,98.3398607413,100.077752196,100.002303288,99.144907086,105.550160473
Citadel,86.9790536337,110.397728567,76.5493173523,103.295267561,97.8669942339,99.706741965,99.3375286849,100.978465516,101.162398477,101.852852862,99.7549631579,92.6289627363
Coastal Car,99.846385767,96.9497793171,101.706811483,100.185464854,100.90796752,100.184355118,99.6755019651,99.8324736833,98.9233791451,99.6034534261,98.4170516463,100.581464969
Cleveland St,92.0645719931,90.107530314,102.220360881,98.6992806031,97.3141361657,100.200917264,98.9777983999,100.702305612,98.1008708063,100.46338972,96.0160089511,98.9609541976
Chattanooga,107.436503644,99.9565557324,103.197326934,100.691435925,99.2668975042,100.059292499,100.754078536,99.0952733796,100.803927191,101.634330799,99.9624023955,102.487815083
Charlotte,96.0181951128,100.896529069,94.8205498791,100.55049176,99.0199836978,100.54893457,99.2010659708,99.0026900457,100.348016503,99.9818198125,99.6057655444,102.475944168
Cincinnati,114.665769714,101.265956801,107.427897618,100.521075959,100.370379676,102.401682953,101.745083506,98.8541271151,101.788785634,101.443713391,97.7942709391,104.835138098
Chicago St,84.4251276595,94.1525418456,94.3045109268,100.555087796,97.879732444,100.37710853,99.9169076188,100.740679549,98.3901558927,100.746231818,97.1860879048,97.3422197498
Army,96.1973211462,101.394873846,94.289871409,102.187768844,101.072930632,100.283314526,99.5149259437,100.352254117,101.474104606,98.9808426691,97.9135482562,99.968682379
N Kentucky,95.0138103618,96.7466482225,99.7037343482,100.00968842,100.185602712,99.2869924571,99.1528046694,100.19947217,100.126707719,99.0914585798,96.397835799,98.4103633124
ULL,105.067991039,105.9629743,97.6521900091,99.2334748169,100.8869031,102.6331716,100.142752555,100.243517297,99.7298272745,101.159247506,103.22615441,99.5148464144
ULM,99.9131147384,95.6639918107,103.188192935,98.8744441309,99.916144829,99.8168140108,99.4979325888,98.7227168239,99.7731500776,99.469353873,96.3710357849,102.398358269
N Colorado,88.7915789125,99.2842128237,91.444574037,99.4945610626,98.9447691778,98.9525222425,99.2142943229,100.90266641,97.1568767665,99.0642757758,101.838000423,95.6812821968
UTRGV,83.3496833671,94.0802073195,91.7968702624,99.642963092,98.845601277,98.1942393567,99.4931896337,99.2624205684,100.33701178,98.8473841097,96.8119448867,102.345521565
TX Southern,98.1714739214,98.3424893284,98.343632289,99.4316368929,99.3247066093,101.216754026,99.8122048886,99.9665843674,100.155996902,98.621010802,98.821234209,105.858711074
UAB,103.17015236,100.065329026,101.119481137,99.7624357406,100.615161227,100.267819093,102.28427284,100.171189864,103.006218523,100.110504428,98.5232376369,101.865636011
UC Davis,94.8589979924,92.1863302025,103.159760037,98.3005534058,99.9464348306,98.5865377364,98.0744083279,101.256118428,97.1708633548,99.8282599102,98.4168928992,103.24429983
UC Irvine,105.777756369,97.7015611555,106.476653365,98.7366454121,102.473774423,99.8556683894,101.24220881,99.9509105963,100.863219823,99.9618140579,100.73666036,100.351767457
UC Riverside,95.6068379139,96.5241886911,99.6360388141,100.209264684,99.6513438789,99.4942712932,99.5136784255,100.529318324,98.8146367551,99.5121399388,98.34993093,101.635449924
UCF,100.514210386,99.9843162381,100.134319111,99.761515215,101.928167717,99.3869205424,100.422349172,101.306646549,99.0579410971,98.6177412472,100.933253886,104.42514151
UCLA,108.86626302,106.033495637,100.429713146,99.2378872889,103.033864358,101.776590596,99.9513403031,99.9024366735,102.42743853,99.7093623585,99.773127425,102.357579452
Northwestern LA,86.4767496536,100.453650922,89.8532875415,99.7113716451,97.6957746796,99.2512660178,99.9395462687,100.618805,100.308365386,99.7779228453,97.8424188031,99.6344974206
Notre Dame,112.890697712,107.139867386,101.724506727,100.829719657,100.873839263,100.421704831,100.930936854,97.416497373,101.136210798,99.9734949259,99.4894795803,103.179344975
Northern Iowa,105.431768407,97.7454279962,104.585936772,101.024262269,99.5171724431,96.5825511215,99.3524427577,97.8125099154,99.7786486075,99.3833277616,97.0295800565,107.265611158
Northwestern,107.824981368,100.016123493,104.757358664,100.900709876,100.184777364,99.5112355778,100.267041503,98.1524561756,101.820764567,98.6116202904,96.5881660485,101.744167703
Ohio St,107.015817832,99.5452928859,104.173476642,99.6422784606,101.715907494,100.856617696,101.839897395,100.262924264,99.0646959472,99.8907241653,99.3630674615,101.904621394
Oakland,106.490232128,111.183212312,94.5073119296,101.596561874,100.772841421,101.489224503,99.8387668758,99.1082888041,101.451273668,100.062851902,102.486275142,99.9598955273
Ohio,100.651488326,102.897317485,97.0033993558,100.247131279,101.647030689,98.7685887992,100.645446512,100.481282602,99.6752767622,99.1123503723,100.706431535,99.7611451599
Oklahoma,120.643869137,112.227353355,103.161527071,103.429005791,104.245459762,100.640842965,102.017216995,99.4813093557,102.586645813,100.890062763,99.661023427,104.630817551
Oklahoma St,108.180867049,99.7253224456,104.542434593,98.9876093939,102.068470767,99.8462791252,100.550788703,99.0313785516,99.3374650384,99.8905138108,100.642175872,99.0306127135
Louisiana Tech,101.31651025,102.916089271,97.6610545511,99.8375528656,99.9124275053,100.138187169,100.70088115,99.2989206595,99.3402785414,100.417469566,102.089964733,100.475286418
Louisville,120.864932887,104.79545901,110.279652626,99.3357153655,102.163980337,102.592720086,101.190396871,100.083374295,100.143023683,101.28528486,99.9839332395,100.108987332
Long Island,90.5660064532,98.431954285,93.4491769741,99.4053361441,98.7072962744,100.864001274,99.5400991534,100.778442546,99.1552851002,101.649394137,101.48963341,96.684910825
Longwood,89.6929255031,95.8170013414,94.753125868,99.6307911678,98.8768989988,99.1202969104,98.8270502681,101.059817124,99.0014694968,99.9814462773,98.9053580745,98.5278527654
Lipscomb,93.4056831731,102.452922636,91.4612087312,102.536849409,99.892624796,98.5937670324,99.3963140964,100.851622575,102.824427842,100.571116713,99.4737069281,98.588184207
Long Beach St,105.382054851,104.295123937,99.6299231039,101.561386037,100.568098407,100.556652938,99.3502010094,99.9180240705,102.641975972,100.718597828,100.311106311,100.633964733
Tennessee Tech,101.273429696,103.41598219,95.8719904715,100.868910157,100.356453786,99.0765357419,100.202030996,99.5787629926,99.9061416643,99.5714547941,101.698617911,100.587949377
Tennessee St,98.5217747812,97.243914906,100.46995801,99.0536437532,99.7013421722,99.9135131933,100.076004345,100.509496426,97.1810034943,100.850595028,100.238118329,98.6777775256
Tennessee,107.128024015,106.297160466,98.1748566393,100.78885189,100.668469419,101.093637612,101.742155055,99.2292667501,101.509279699,100.316331682,100.96800076,99.5827005485
Temple,105.446348514,98.9610614033,103.811873967,100.213084397,100.365574031,100.101758535,100.003552519,97.213587627,99.7777662844,99.3243043152,98.5336001983,102.243700936
TCU,102.518254378,98.4798780541,101.99517431,98.7170768552,100.040817418,100.443058836,100.003527165,100.513731201,99.9624561529,100.129184602,101.427653859,99.7635177168
TAM C. Christi,99.3028754183,99.326492507,98.7074006327,99.490807391,98.2837410621,100.33245573,101.329731733,99.5718447078,99.5125523409,103.097374714,101.39199951,96.2885256981
Syracuse,111.408766957,99.468670239,108.080754796,101.284562815,99.8843080207,101.581711315,100.611448735,99.1527375205,100.35501383,101.517526161,100.142329391,103.761609944
Stony Brook,109.275011388,100.839403336,105.000118504,100.14025159,101.58797204,100.433335246,100.684907613,99.5338070393,102.555906236,99.9951229241,97.6060926438,106.02341122
Loy Marymount,95.4638497681,97.9449171266,98.295645049,99.9719963453,97.7791430383,101.036670638,99.4756816902,99.8807426777,101.149062908,100.883334112,96.4170376622,98.7863706314
Loyola MD,92.7508073371,95.3390648525,97.7690208909,98.6315780971,98.7232112529,100.066934036,99.8329599837,99.9367630765,98.7584037308,99.4976719436,99.7693752848,98.2248553399
Edwardsville,90.6121360931,92.8025339801,99.2659894518,98.5579259132,98.2488276393,100.605258377,100.100211442,100.265817914,97.1448230387,99.2492407502,100.505361137,97.9979330759
Elon,100.577457008,103.631781419,95.8907304184,102.248664643,101.522333684,100.102318225,98.8615946281,100.698701742,102.039253865,99.4834690258,99.302788266,100.332820633
E Washington,96.896403288,102.417624595,94.1788978008,101.79427567,98.6716039534,98.2670902345,99.8698270905,99.2593748691,98.7271574923,99.0251656681,99.0634679479,98.7881786134
East Carolina,99.6710008384,98.9199188929,99.0626942192,99.9910960334,99.6908336662,99.5863998466,99.0868734084,100.302762561,101.625361773,99.7732709172,99.7472214247,103.270833912
E Kentucky,96.3384127401,104.212254424,90.4514198127,100.982709431,98.1591727482,98.3133497345,99.4300367047,100.825071314,101.741303367,100.669949029,100.500443426,96.9450883982
E Michigan,101.496255033,102.602051461,96.8956370511,99.532606132,97.8960953346,100.502462628,99.8554577798,99.5623840793,99.0173774859,102.594341972,103.615039873,97.2901393226
Duquesne,102.248492919,104.311661789,96.7890850384,101.275711617,102.994359351,99.9198228658,100.326963231,100.998198741,101.135358972,99.7010896821,99.4063573156,100.054273725
E Illinois,93.8055251255,94.9670715455,98.5381138971,100.191681056,97.9732241132,99.7883011679,98.5289566585,99.0389885441,99.6361074812,100.270328215,97.8472092416,98.6754717109
Drexel,94.4568357691,93.2173966137,100.284857492,98.8843703162,97.382444376,100.045414026,100.085590577,99.1037152305,99.3979002654,99.5176161251,100.795108094,97.2764775075
Duke,118.904904997,110.633481682,102.509874144,101.734584962,100.943666493,101.335283716,101.425889921,98.1731797896,101.035741924,99.8853248649,103.776295961,105.38913336
W Michigan,98.329118938,99.9815703792,96.9055842976,99.8526279182,100.112916522,100.275248149,99.7688333303,100.219711767,99.1205408739,99.3628440254,102.750660651,98.6803671956
Coppin St,84.8827415539,94.9336942779,93.6439648004,99.4056854146,98.2882380629,101.021770519,99.6069052471,99.4966119361,97.6920181517,99.8213692712,101.313171199,97.984059001
Cornell,95.0822172991,100.56903386,95.7201025724,101.27887699,100.043750781,97.8921138365,100.206377716,100.644512142,98.521501167,101.093950812,100.207117941,101.246029113
Creighton,110.096507628,106.376437146,98.9994866553,100.929835942,101.938842258,99.4654805572,100.161238824,98.5263498568,101.723288429,100.18084173,100.959318998,101.888879237
CS Bakersfield,102.069733458,97.9436243529,103.340393261,98.2947029749,99.5620233503,101.167692899,101.083245723,100.415730652,100.883311372,100.432610629,99.0633012908,98.4417104266
Georgia St,99.2365888623,92.3458229914,104.846182372,97.8542059582,97.5633881347,97.8505262437,99.6628300176,99.396175435,98.5390446283,100.566671151,99.344485956,100.213913755
Georgia,107.454558387,99.7627784801,104.743150303,99.4708501194,102.3071565,99.6556337975,101.490518355,99.7877326482,99.5474201271,99.7531729682,101.97392667,98.289265958
Columbia,102.829157746,99.5596098844,101.893440571,101.91186465,99.1227584612,98.5900367686,99.6672232352,98.6922089906,100.389631775,99.8467979134,101.235683199,101.499939112
Connecticut,114.666240464,102.117009293,107.618264872,99.8768166982,102.252039767,99.3015668527,100.909730472,99.057834125,100.991098294,99.7931954717,98.2569293938,100.8596782
Gardner Webb,95.7807314118,96.5009260638,98.9024576811,100.410945863,99.2395964155,100.528509607,99.8069552801,101.068211644,99.0196497363,101.499192481,100.238878952,98.2696745109
Ga Southern,93.7636372348,98.1183374189,95.7589645382,100.448244561,97.8105346887,100.147066997,98.6739060946,98.5353764492,97.9130889613,100.947961787,101.716219288,97.0709267503
Georgetown,108.706127537,101.714194746,103.415562965,101.071311638,101.229063548,98.889937444,101.381504123,100.081370607,101.522003171,99.5720963221,101.58670106,96.5516775388
George Mason,98.044763519,96.2096845351,100.186756153,98.7815978306,102.894530916,101.365349162,100.386189866,99.9568631093,98.3056631329,97.5679882816,98.9223475397,100.722866664
Fresno St,101.892081127,99.5775920064,101.56234985,98.4280377116,100.98374672,101.586427108,100.310460166,99.6388502445,99.4900307469,100.81821265,100.281672458,96.9518425378
Georgia Tech,110.530340767,102.942287879,102.773132379,99.2459852855,102.75250867,102.445529929,100.551123684,97.4162901382,100.805188028,99.1802022101,99.0972903328,101.238808694
G Washington,108.334301075,102.562841288,102.579355738,99.4668706181,101.663018221,100.541372246,100.17682535,99.3142480309,100.350921279,99.7102516966,102.963732864,103.32111607
Furman,99.0435683017,95.4306890618,102.883687331,100.330886296,98.3957222359,99.9068656552,99.3821232027,99.881170296,98.807887738,100.087206646,100.239462144,99.3301173842
Gonzaga,114.506561384,105.214336285,105.179565203,99.9327584683,104.172830803,99.713408773,99.6205490999,99.6386993975,100.284524228,99.2558132329,98.3347218307,102.206615545
Wagner,95.9522006974,92.9454854456,102.922163379,99.6032999794,99.1366816168,101.256731356,100.15412903,100.175417647,99.3623390824,100.694641712,96.577845537,99.0106822165
American Univ,88.7671380351,85.1642412319,104.14775344,99.461893434,96.0443919688,97.0492563621,98.8049746966,100.598387405,98.5132787179,99.8420642719,94.2592420875,100.760714747
Navy,98.0431220247,93.5466003171,104.393457851,97.4261523687,98.5225185101,100.023452619,100.146113601,100.562246983,99.4729918598,99.967856963,100.787085501,100.308119189
NC A&T,84.8915385926,92.9170016088,94.4135283481,98.9462685007,97.7585679639,99.4842653061,98.9008718947,101.068686817,97.1704227075,99.2274934528,99.3489427331,96.922038598
WKU,98.0916248775,99.4832554405,98.1164065167,99.7322192819,100.647280448,100.116052265,100.294991496,100.586777781,99.2854326166,98.2162951994,99.9315540574,102.498418322
W Illinois,95.4677297198,96.5007015675,99.0585504218,99.9352912362,100.829282214,98.5829842876,99.6307781219,99.0155942959,99.9966275291,99.4687042607,96.6265256698,98.4211493714
Arkansas St,94.9417319658,100.165775129,94.8664796168,98.6970180855,102.528630778,100.522836882,100.993210216,100.051465679,99.5107170307,99.7402004842,101.053965868,96.9049563601
Arkansas,111.060864432,106.687759377,99.5980707658,99.8384526512,100.547600681,99.6391782953,101.623205243,98.8700359956,102.978981798,101.119146403,101.91125654,96.9904660274
MTSU,102.211781417,98.0976954951,102.73293961,100.593950526,101.336205151,100.033175936,100.15850778,99.1206103174,99.8697637093,100.133342448,100.026383836,96.3125871462
Murray St,98.326398969,95.214653178,102.439179467,99.9890950807,97.8349787174,99.5966956562,98.7175259534,99.3665483386,100.091599093,100.02597647,97.4169318989,100.741518462
MS Valley St,83.8591413505,93.7647271995,93.2372763502,98.4143934369,99.0352532007,99.7826825499,98.9079930451,99.345471878,97.7637413875,100.809308368,97.5851064947,99.9684142559
Mt St Mary's,94.1087719546,96.3736838268,98.3225684887,100.583844392,95.9732228446,98.8341711028,100.060545967,99.7926823005,99.0698362239,101.300840715,96.9907738032,99.661788072
N Illinois,99.9618512862,97.1536812542,102.264016766,99.7821047922,99.6584565986,100.755432492,100.049093747,100.905499074,99.613198744,100.804675212,101.956184101,97.359349368
Rider,97.8004271058,93.8609569629,102.677369686,99.5384042445,100.136259454,98.7253926265,99.5328291326,99.6097540487,99.4356467242,99.5741052566,97.7448092132,101.013287199
Washington,109.149449075,109.877226209,96.7624629104,100.460848828,100.989574849,103.495806229,102.776740163,101.864370441,101.616283864,101.112393844,104.734850998,95.260963361
N Dakota St,100.782914875,96.5237059093,103.236961599,100.032943769,100.081096251,99.2709859587,99.7278728782,98.6143802293,98.3426204593,99.9183243465,98.1305744534,101.664631915
High Point,101.530697147,100.352355616,99.6989331407,99.0777887297,97.0578106599,99.9826576199,99.4558449666,98.4892660891,100.969562397,101.072808542,97.1200005925,101.369880607
W Carolina,94.7446722883,96.4338400367,97.3257484426,100.361584651,97.736846089,100.589023966,99.2800119816,100.194274375,99.4713873778,101.704120907,100.093597169,96.3609519398
Savannah St,84.2246997177,88.925176183,97.8742051009,98.7738082319,97.079413793,98.3003421488,99.1813017353,101.81470883,96.7737618751,99.8612157251,98.0855224288,99.8109653922
SC Upstate,87.0533313076,94.7744252882,93.8565220978,99.9364931563,98.0714468271,100.099399617,99.1078129479,100.668809217,100.515347583,98.5912146118,96.9027900926,100.440856197
Santa Barbara,103.203813374,98.1226240526,103.276827797,99.97549711,101.772523302,99.335323667,99.5392681815,100.114474651,101.482460421,99.6868435512,94.9805027418,98.437404641
Santa Clara,95.0640890632,95.0240040245,99.977036042,100.201231794,99.6075663382,98.0309757471,99.4606811008,99.6244586827,99.3810906225,98.6256244243,97.6779375403,99.7896656525
San Francisco,96.0831510185,100.798600842,96.1754478268,100.61322781,101.052004805,100.462745166,99.3911894569,100.694619676,99.1983023327,99.0736009811,100.088661562,100.012701847
San Jose St,92.8836653407,96.8643607387,96.8615955734,99.6927596032,100.161196146,99.8642510923,100.268193769,101.069131557,100.65948956,99.2856111315,100.609081813,96.9079433625
San Diego,92.2624156634,92.2433509516,100.528844798,99.5334963248,99.413960973,99.9715674766,100.228879944,100.675351204,99.2323429639,98.9158550632,97.6949523321,98.7479449243
San Diego St,107.748406376,96.3282131331,110.676342949,98.4296908917,102.416050615,100.935614071,101.876219679,100.383083202,97.4900039376,99.061642972,102.868711011,104.023477197
SE Louisiana,88.5407388082,95.8366749307,93.490970072,99.5782164523,98.1428260001,98.5558710162,99.4728671262,100.635745476,99.5447315831,100.111928667,99.3911537132,98.6776013896
SE Missouri St,85.6096380042,92.8362204933,93.81258487,98.0469530773,99.1764603281,100.525344678,98.0409763087,101.041150304,98.6456266597,100.683742898,99.7022768697,101.842647614
